	ids	company	slogan	logo	member	calender	ot	country	typeCompany	agency	overview	why_you_work_here	key_skill	description	address
22	22	Zoop Care	ZOOP CARE COMPANY LIMITED	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOHlLSXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4ab573f7ce43057942c091e704c446e288ff79d7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/Thie%CC%82%CC%81t%20ke%CC%82%CC%81%20kho%CC%82ng%20te%CC%82n.png	1-50	Monday - Friday	No OT	Vietnam	Product		"[""We would love to have you join us in building Zoop Care into not just an incredible product but an incredible team and company. We want to build a lean company where everyone feels deeply invested in the success of the company. Come join us and be a part of Zoop Care's eventual success.""]"	['1\nAttractive salary and bonus', '2\nApple Macbook, external monitor to work', '3\nPremium health care for employees and Family']	['JavaScript', 'NodeJS', 'iOS', 'Android', 'React Native']	"['A lot of ownership of your work. We tackle challenges, as a team', 'Chance to design complicated system and see that comes live', 'Very open environment, no hierarchy, we want you to be the change you seek', 'Beautiful office in the heart of District 1', 'Competitive salary. We pay what you deserve, not what the paper says', 'We support you go to work using Grab', 'Apple Macbook, external monitor to work', '20 days for annual leaves, Public holidays, Plus Christmas leave (25/12) + Vietnamese Family Day (28/6) + Birthday leave.', 'Premium health care options for employees and their family', '13th-month bonus salary', ""Big chance to grow as a person. We move fast, so you'll soon realize that you have to make a lot of decisions on your own"", ""Even bigger chance to grow as an engineer. We're all open to try and apply new technology; if it doesn't work, well, we have learned"", 'Sick leave support, Free-flow snacks & beverages, Plus many other attractive benefits']"	['President Place - Floor 2, 93 Nguyen Du Street, Ben Nghe Ward, District 1, HCMC\nDistrict 1\nHo Chi Minh']
23	23	iDentalSoft	iDentalSoft Vietnam is a leading cloud-based dental practice management software company.	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOEV6REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7830c1c0c7a15c92f274ea08c99bd79a94ed9275/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/identalsoft-logo.png	1-50	Monday - Friday	No OT	United States	Product		"[""We are a team of incredibly passionate people who think that just because something is technologically advanced doesn't mean it has to be complicated. We looked at everything that matters to dental practitioners and designed our software in a way that would be most useful and productive for them"", 'iDentalSoft is a growing startup, that succeeds in developing new dental product, and now expending her manpower.', 'Working at iDentalSoft is a unique experience that everyone learn and grow with the company and success with the company.']"	[]	['Database', 'JavaScript', 'Java', 'C++', 'Algorithm', 'Cloud']	"['Working in a startup company. Company grow, you grow, company success, you success.', ""This is a product company, we build the product, enhance the product and grow the product so team's skill will be improved deeply in quality."", 'As all young and growing company, a team member who is capable will soon be key member and get rewarded when company mature. (But be aware that hardworking first).']"	['Lầu 6 Narime Building, 15/28 Đoàn Như Hài, Phường 12\nDistrict 4\nHo Chi Minh']
24	24	Spiraledge	Spiraledge is a leading internet retailer and healthy living company headquartered in Campbell, CA	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOGtvREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a4cac9e09d94f0d01e7d016c962ae0a751b426dc/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e48ed52d99e56a5ff9747052d860ea1b318b2d76/spiraledge-logo.jpg	301-500	Monday - Friday	No OT	United States	Product		"[""Spiraledge is a leading internet retailer and healthy living company headquartered in Campbell, CA with offices in Cincinnati, Ohio and Ho Chi Minh, Vietnam. Our sites include SwimOutlet.com, the web's most popular swim shop, YogaOutlet.com, one of the first yoga-focused online retailers and Swim.com, a digital swim training and workout platform."", ""Since the company's founding in 2001, technology has been at the heart of the Spiraledge culture and a key component to the Company's success, allowing us to focus on our core mission: to perfect the online shopping experience for our customers every day.""]"	['1\nOffer healthy and sporty environment and benefits', '2\nCompetitive salary,professional workingenvironment', '3\nOpportunity traveling to US for training']	['C#', 'Java', 'ASP.NET', 'HTML5', 'Android', 'iOS']	"[""We're always looking for superstars to join our team in any of our three offices and we have 12 core values that make us who we are today and define where we are going tomorrow:"", '• Build a family spirit', '• Focus on users and all else will follow', '• Recognize and reward results', '• Move fast', '• Keep things simple', '• Be honest and direct', '• Stay lean', '• Leverage technology', '• Embrace change', ""• Don't take success for granted"", '• Aspire to improve and change the world', '• Live Healthy']"	['37 Ton Duc Thang\nHo Chi Minh']
25	25	Zoop Care	ZOOP CARE COMPANY LIMITED	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOHlLSXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4ab573f7ce43057942c091e704c446e288ff79d7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/Thie%CC%82%CC%81t%20ke%CC%82%CC%81%20kho%CC%82ng%20te%CC%82n.png	1-50	Monday - Friday	No OT	Vietnam	Product		"[""We would love to have you join us in building Zoop Care into not just an incredible product but an incredible team and company. We want to build a lean company where everyone feels deeply invested in the success of the company. Come join us and be a part of Zoop Care's eventual success.""]"	['1\nAttractive salary and bonus', '2\nApple Macbook, external monitor to work', '3\nPremium health care for employees and Family']	['JavaScript', 'NodeJS', 'iOS', 'Android', 'React Native']	"['A lot of ownership of your work. We tackle challenges, as a team', 'Chance to design complicated system and see that comes live', 'Very open environment, no hierarchy, we want you to be the change you seek', 'Beautiful office in the heart of District 1', 'Competitive salary. We pay what you deserve, not what the paper says', 'We support you go to work using Grab', 'Apple Macbook, external monitor to work', '20 days for annual leaves, Public holidays, Plus Christmas leave (25/12) + Vietnamese Family Day (28/6) + Birthday leave.', 'Premium health care options for employees and their family', '13th-month bonus salary', ""Big chance to grow as a person. We move fast, so you'll soon realize that you have to make a lot of decisions on your own"", ""Even bigger chance to grow as an engineer. We're all open to try and apply new technology; if it doesn't work, well, we have learned"", 'Sick leave support, Free-flow snacks & beverages, Plus many other attractive benefits']"	['President Place - Floor 2, 93 Nguyen Du Street, Ben Nghe Ward, District 1, HCMC\nDistrict 1\nHo Chi Minh']
26	26	AMANOTES	We are AMANOTES, a fast-growing startup in the music-tech industry from Vietnam	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMUNwRFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--24615d52ea407cca073adeffbe9d731ead172884/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/amanotes-logo.png	151-300	Monday - Friday	No OT	Vietnam	Product		['We are Amanotes! A fast-growing startup in the music-tech industry from Vietnam. We seek to delight people with interactive music experiences. Since 2014, 30+ music games and mobile applications were published under our name with over 2 billion downloads worldwide and 120+ million monthly active users. We have been recognized as the top publisher over the years: #1 mobile apps publisher from Southeast Asia, the #1 music games publisher in the world in 2019, #1 game publisher from the ANZSEA in 2021.', 'If you love to work in a creative environment with music all around the corner, come join us!', 'Explore our products on Google Play and iOS App Store such as Magic Tiles 3, Dancing Ballz, and Tiles Hop.', '', ' ']	['1\nAttractive compensation & benefits', '2\nWork with people from 10+ countries', '3\nFlexible working hours & working from home policy']	['HTML5', 'Unity', 'Games', 'Agile', 'UI-UX', 'Android']	"['Attractive compensation & benefits', '13th month salary bonus and yearly performance bonus', '12 days annual leave, 10 days sick leave per year', 'Flexible working hours & working from home policy (12 days/year)', 'Great allowances (lunch, parking, birthday, happy hours....)', ""Salary review one time per year based on employee's performance and contribution"", 'Personal learning budget, entertainment budget, team building budget', 'Premium health care insurance', 'Music school for: piano, guitar, vocal, cajon, dancing, etc', 'Sport club: running club, tennis club, soccer club... ', 'Global focus: you’ll work with people from 10+ countries on ideas that don’t have borders', 'Truly startup spirit: no bureaucracy, no hierarchy Everyone is a leader here, you have the freedom to pursue and achieve your goals', 'Other benefits as per stated in Vietnamese Labor Law']"	['2nd floor, PaxSky Building, 26 Ung Van Khiem, Ward 25\nBinh Thanh\nHo Chi Minh']
27	27	Vietnam International Bank (VIB)	One of the leading commercial joint stock banks in Vietnam	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOTRxREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--683b8b73345f128ab7fd58196b88892d843cb763/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/vietnam-international-bank-vib-logo.png	1000+	Monday - Friday		Vietnam	Product		['Ngân hàng Thương mại cổ phần (TMCP) Quốc Tế Việt Nam, tên viết tắt Ngân hàng Quốc Tế (VIB), là một trong những ngân hàng TMCP hàng đầu tại Việt Nam.Cổ đông chiến lược của VIB là Commonwealth Bank of Australia (CBA) – ngân hàng bán lẻ số một của Úc.', 'Thành lập ngày 18/9/1996, VIB bắt đầu đi vào hoạt động với số vốn điều lệ ban đầu là 50 tỷ đồng và 23 cán bộ nhân viên.', '', 'Đến ngày 31/12/2018, vốn điều lệ đã tăng gấp 157 lần so với ngày đầu thành lập, đạt 7.834 tỷ đồng. Vốn chủ sở hữu đạt hơn 10.000 tỷ đồng và tổng tài sản đạt 139 nghìn tỷ đồng.', '', 'VIB hiện có hơn 5.372 cán bộ nhân viên, tăng gấp 234 lần so với thời gian đầu, phục vụ gần 2 triệu khách hàng tại 163 chi nhánh và phòng giao dịch ở 27 tỉnh/thành trọng điểm trong cả nước.', 'VIB đã và đang tiếp tục triển khai mạnh mẽ các giải pháp chiến lược để thực hiện Tầm nhìn “Trở thành ngân hàng sáng tạo và hướng tới khách hàng nhất tại Việt Nam”']	[]	['Database', 'Oracle', 'Business Analyst', 'System Engineer', 'SQL', 'English']	['Thu nhập cạnh tranh so với các đơn vị cùng ngành. VIB áp dụng Cơ chế tiền lương minh bạch, công bằng và tương xứng với mức độ đóng góp của từng cá nhân nên bạn hoàn toàn có quyền tự quyết định mức thu nhập của bản thân. Bên cạnh đó, chính sách Thưởng cuối năm theo hiệu quả làm việc và Thưởng bằng cổ phiếu cũng là một trong những cấu phần thu nhập hấp dẫn và liên tục được cải thiện.', 'Môi trường chuyên nghiệp', 'Tại VIB, bạn sẽ được làm việc trong các văn phòng khang trang với trang thiết bị, công nghệ hiện đại. Môi trường làm việc dân chủ, cùng đội ngũ lãnh đạo và đồng nghiệp tài năng, kinh nghiệm và thân thiện, nhiệt tình sẽ giúp bạn có cơ hội học hỏi, phát huy cao nhất năng lực và thế mạnh của bản thân, tạo điều kiện cho cơ hội thăng tiến và phát triển nghề nghiệp của bạn.']	['Tầng 7, Toà nhà Cornerstone, 16 Phan Chu Trinh\nHoan Kiem\nHa Noi', 'Sailing Tower Building\nDistrict 1\nHo Chi Minh']
28	28	Yojee	Come join one of Australia - Singapore's most exciting and fastest growing technology companies!	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOTFCREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--74bc0e867770ab5e30f3ecefc3d4bbe6abecdac3/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e48ed52d99e56a5ff9747052d860ea1b318b2d76/yojee-logo.jpg	51-150	Monday - Friday	No OT	Singapore	Product		['Our mission is to bring the hundreds of thousands of logistics companies into the digital era, the same way the web browser enabled consumers and sellers to trade online securely.', 'We are a growing team of software engineers who are enthusiastic about using the right technologies for the right job while sticking to best practices and keeping the quality high. This approach helped us to create a platform that reliably handles millions of transactions. We have a strong engineering culture and embrace bottom-up decision making.']	['1\nSolve challenging and exciting problems daily', '2\nAn Australian public & global company', '3\nCompetitive remuneration']	['ReactJS', 'React Native', 'PostgreSql', 'JavaScript', 'AWS']	"['Yojee Limited (ASX: YOJ) is a cloud based (SaaS) logistics platform that seamlessly and uniquely manages, tracks and optimises freight movements along the entire logistics chain, from sender to end customer, across borders and between logistics providers (land, sea, air), with subcontractors and for multi-leg journeys. Rarely is a single carrier servicing an entire goods journey from sender to end customer, or exclusively using one type of transportation method. Yojee ensures connectivity and more efficient planning along the entire journey.', ""We are not a startup although the company structure is organized in such a way. Yojee is a public listed company on Australian stock exchange (ASX: YOJ). We are growing our team in Vietnam which is developing our core product. Don't miss this opportunity to join us early."", 'Performance bonus: equivalent to 1-3months salary', 'Professional development/ training courses', 'Provided Macbook pro', 'Occasional onsite trip to Singapore, Indonesia', 'International environment : Australia, New Zealand, US, Singapore, India, Indonesia, Malaysia, etc,..', 'Monthly Team-building', 'Free coffee, milk and tea', 'Free parking', 'No 13th month salary', 'Unlimited paid day off', '100% official salary in probation time', 'Full social insurance paid based on salary']"	['384 Hoàng Diệu\nDistrict 4\nHo Chi Minh']
29	29	Contemi Vietnam	Contemi is a fast-growing brand providing IT system solutions to insurers in Asia and Scandinavia	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeDVRREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a411af4c67e753291bd63a98e0c039fa802c6149/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/contemi-vietnam-logo.png	51-150	Monday - Friday	No OT	Norway	Product		"[""You probably know many IT companies from US, Japan, Singapore, Hong Kong... What about IT company from Norway? Yes, that's us. You may also know many IT companies operate in multiple industries, from manufacturing to e-commerce. But what about a company whose product mainly focus on insurance system? Yes, that's us again."", 'Contemi was founded in 2001 in Norway and UK, by successful insurance entrepreneurs who wanted to commercialize the systems and expertise they had used to be successful themselves. Contemi now has offices in Norway, UK, Singapore and Vietnam. ', '', 'We pride ourselves with having Deep Insurance Expertise and being able to deliver Scandinavian Quality at Asian Cost.', '', 'Our Vision:', 'Insurance System Solutions', '', 'Core Business:', 'Insurance System Solutions', 'Outsourced IT Team', 'Mobile & Web Development']"	['1\nAttractive salary + 13th salary + bonus', '2\nHealth checkup + health care package', '3\nOpportunity to travel to the UK /Norway/Singapore.']	['JavaScript', 'PHP', '.NET', 'HTML5', 'C#', 'Java']	['Our benefits package includes:', 'Attractive salary package + 13th payment + additional performance bonus', 'Salary review every year', 'The social insurance contribution is calculated based on your salary in the contract and the social insurance law.', '15 days of annual leave and 5 days of paid sick leave per year.', 'Premium health checkup + health care package', 'Company trip, big annual year-end party every year, team building, etc.', 'Fitness & sport activities: Football, Badminton, Yoga, and Table Football.', 'Free and un-limited snack, tea, coffee…', 'You will have Laptop or desktop and extra full HD monitor for work purposes', 'Good career advancement opportunities', 'Opportunities to work overseas in UK / Norway / Singapore', 'Coaching and training supported', 'And much more, join us and let yourself explore other fantastic things!', 'Our working environment', 'Agile project management style. International, English-speaking, dynamic and friendly working environment', 'Flexible working hours of 5 days a week', 'Work with those who see the workplace as a second home', ' ']	['Tầng 6, Toà nhà PJICO Tower, 186 Điện Biên Phủ, Phường Võ Thị Sáu\nDistrict 3\nHo Chi Minh']
30	30	ProBit Global	ProBit Global	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNGdISXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--322cca96f432715e2b00e4bd81533a76048951b2/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/Screen%20Shot%202021-11-09%20at%203.22.14%20PM.png	51-150	Monday - Friday	No OT	Estonia	Product		['Come join an innovative, global, employees-first company. ProBit Global is a fair opportunity hirer, with offices in South Korea & Estonia. ProBit Global is a rapidly growing cryptocurrency exchange. We have a young, open culture that believes in empowering all colleagues by moving teams and overseas work exposure.']	['1\n100% salary in probation', '2\nFree lunch, snack, coffee', '3\nYou gain freedom to create your own stack']	['Java', 'Android', 'iOS', 'Objective C', 'Swift', 'Kotlin']	['Friendly, flexible, and fun working environment', 'Very attractive salary based on skills and experience', 'Free office lunch, coffee, tea, snack bar everyday', 'Holidays based on Vietnamese calendar', 'Full income tax, insurance paid by company (Net Salary)', '13th month of salary', 'Great opportunity for career development']	['Tầng 9, Tòa nhà Pico Plaza, 20 Cộng Hòa, Phường 12\nTan Binh\nHo Chi Minh', 'Level 16, Bitexco Financial Tower, 2 Hai Trieu, Ben Nghe Ward\nDistrict 1\nHo Chi Minh']
31	31	Silicon Stack	Our passion is to bring to life the ideas and aspirations of our customers through innovation.	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL3F6SXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--61cbc0b673a708c04e35c93db62da875a3075ec9/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/Purple%202.png	301-500	Monday - Friday	No OT	Australia	Outsourcing		"['Silicon Stack is a fast-growing Australian company with its Head Office based in Melbourne and clients across Australia, NZ, Europe, USA and Asia. We are a fast-paced full-service digital development and creative agency with a proven track record of success, focusing on key services such as:', '• UX & UI Design ', '• Apps, Web, e-Commerce & Software Development', '• Integrations & ERP Solutions', '• Consulting', '• Digital Marketing', '• Strategic Product Development', '• Dedicated Team Outsourcing', 'Silicon Stack is a brand that is “trustworthy”, “credible”, has a “can-do attitude”, along with domain expertise and “a proven track record of delivery”. We command a team that understands the cutting-edge technology stack, fueling our passion to innovate, and helping us push the boundaries of what others think can be done.', 'We are our people, and with 300+ staff spreading across four offices in Australia, Vietnam, India & USA, we are continuing to grow strongly, steadily and organically.', ""Our team members are defined by their drive, passion, fun and integrity. Our clients' partnership with Silicon Stack is an investment in our creditability and track record in delivering quality solutions that are user friendly.""]"	['1\nAustralia Head Office servicing global customers', '2\nLatest Tech Stack, Innovative & competitive salary', '3\nFriendly, fun, flexible & English speaking env.']	['NodeJS', '.NET', 'VueJS', 'Java', 'PHP', 'Swift']	"['Silicon Stack is a fast-growing Australian company with its Head Office based in Melbourne and clients across Australia, Europe, North America and the Asia Pacific. We are a fast-pace full-service digital development, consulting, and creative agency with a proven track record of success. We pride ourselves on delivering our promise to be the best possible strategic technology and I.T. solutions partner.', 'Silicon Stack is a brand that is ""trustworthy"", ""credible"", has a ""can-do attitude"", along with domain expertise and ""a proven track record of delivery"". We command an energetic team that understands the cutting-edge technology stack, fueling our passion in I.T. to innovate and helping us push the boundaries of what others think can be done.', 'Silicon Stack is placed as the premium development partner in the Automotive, Agriculture, Retail, Food & Beverages, Aviation and Whitegoods Manufacturing industry through our robust foundation, solutions, experience and knowledge of small to enterprise-level ERP and CRM solutions.', 'We are our people, and with 300+ staff spreading across three offices in Australia, Vietnam, India & USA, we are continuing to grow strongly, steadily and organically.', '', ' ']"	['5th Floor, 82 Tran Huy Lieu Street, Ward 15\nPhu Nhuan\nHo Chi Minh']
32	32	KM SOFT	KM SOFT	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMi9MR2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--55f5461112deab0e9b417f5f7f42dcbecacba083/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/1586171472084-1586139823524-KMsoft_logo%20(1)%20-%20Minh%20V%C6%B0%C6%A1ng%20Tr%E1%BA%A7n.png	51-150	Monday - Friday	Extra salary for OT	Vietnam	Product		['Công ty TNHH KM soft là 1 startup hàng đầu trong lĩnh vực cung cấp các giải pháp thiết kế web, chúng tôi luôn mong muốn tiếp tục đẩy mạnh các hoạt động phát triển ngành công nghệ thông tin tại Việt Nam. Hiện tại, chúng tôi đang tìm kiếm nhiều vị trí kinh nghiệm cho các dự án của Công ty.']	['1\nFlexible working time', '2\nAttractive salary', '3\nComfortable and friendly working atmosphere']	['MySQL', 'NodeJS', 'AWS']	['']	['Lô S1, Tầng 7, Tòa nhà Viwaseen, số 48 đường Tố Hữu, Phường Trung Văn\nNam Tu Liem\nHa Noi']
33	33	DIGI-TEXX VIETNAM	A Leading BPO Company in Vietnam | Transformation Happens Here | Digital Solutions	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMTlqRHc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f13f7c7df3a16da78f7f41d48777b71772c0fe6c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/digi-texx-vietnam-logo.png	1000+	Monday - Friday	Extra salary for OT	Germany	Product		['DIGI-TEXX takes part in business processes and operation of the clients and makes things better with our experts, process experience and innovative technologies.  By better, we mean digital, intelligent, accurate and efficient. We are the reliable partner of banking-, insurance- and telecommunication clients in their digital transformation journey. Our digital innovators help clients to audit their transformation status. Together we propose solutions for the top challenging projects across industries with distinct technologies.', 'We are 100% German Invested Company with the headquarter in Ho Chi Minh City, offering BPO/ITO solutions globally with 1,500 members. Our service delivery philosophy for 20 years is German Quality – Made in Vietnam. DIGI-TEXX works based on the three cornerstones towards our precious employees, clients and society which are Innovative – Collaboration – Integrity.']	['1\nQuality-driven culture, German quality standard', '2\nTop challenging digital transformation projects', '3\nTransperent C&B policy (e.g social insurance)']	['NodeJS', 'Java', 'ReactJS', 'Python', '.NET', 'MongoDB']	['You Have Great Ideas', 'Are you an idea creator? We value those lightbulb moments. Whether it’s how we can be working more efficiently, discovering new revenue channels or helping others thrive, we are here to listen. We’ve been known to turn employee ideas into important company programs and initiatives with real outcomes and full leadership backing.', 'You Embrace the Freedom to Be Yourself', 'Dress the way you wanna be. Decorate your workspace. Solve puzzles/challenges daily. Lean whenever you wish to. Just be yourself. Because we understand “yourself” is a unique mind full of potential with a point of view that we desperately want to put to good use.', 'You Invest in Yourself', 'We like to think of ongoing training and continuous feedback as our investment in your future. Flexible work schedules allows for work/life integration and access to generous benefits and wellness support are just some of the signs you are in the right place. Invest in different versions of you!', 'You Like to See and Be Seen', 'We place a heavy value on trust and transparency. Members of the DIGI-TEXX leadership team will invite you to lunch, or you can invite them. They will be upfront with you and they genuinely want to hear what you have to say. When changes are happening, you are in the know – even when all of the answers haven’t quite been figured out yet. The best part about this? Maybe you are the one with the answer!', 'You Want to Work With a Company That Believes What You Believe', 'Companies choose us when our core beliefs align. We think you should choose us, only if your core beliefs align with ours, and we will do the same. We believe in honour, ownership, grit, heart, courage and curiosity just to name a few. What do you believe in?', 'You Are Moved By the Power of Purpose', 'We are not commodities, we are people. Just as we search for a purpose in life, we should find meaning in work. Our leadership believes in the power of purpose. As you contribute your time, talent and ideas, you’ll see the impact you make at DIGI-TEXX, and for the employees and channel partners of our clients’ companies.']	['Anna Building, Quang Trung Software City\nDistrict 12\nHo Chi Minh']
34	34	KM SOFT	KM SOFT	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMi9MR2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--55f5461112deab0e9b417f5f7f42dcbecacba083/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/1586171472084-1586139823524-KMsoft_logo%20(1)%20-%20Minh%20V%C6%B0%C6%A1ng%20Tr%E1%BA%A7n.png	51-150	Monday - Friday	Extra salary for OT	Vietnam	Product		['Công ty TNHH KM soft là 1 startup hàng đầu trong lĩnh vực cung cấp các giải pháp thiết kế web, chúng tôi luôn mong muốn tiếp tục đẩy mạnh các hoạt động phát triển ngành công nghệ thông tin tại Việt Nam. Hiện tại, chúng tôi đang tìm kiếm nhiều vị trí kinh nghiệm cho các dự án của Công ty.']	['1\nFlexible working time', '2\nAttractive salary', '3\nComfortable and friendly working atmosphere']	['MySQL', 'NodeJS', 'AWS']	['']	['Lô S1, Tầng 7, Tòa nhà Viwaseen, số 48 đường Tố Hữu, Phường Trung Văn\nNam Tu Liem\nHa Noi']
